coadd_id,ra,dec,A_IMAGE,B_IMAGE,mag_auto_g,flux_radius_g,mu_max_g,mu_max_model_g,mu_eff_model_g,mu_mean_model_g,mag_auto_r,flux_radius_r,mu_max_r,mu_max_model_r,mu_eff_model_r,mu_mean_model_r,mag_auto_i,flux_radius_i,mu_max_i,mu_max_model_i,mu_eff_model_i,mu_mean_model_i
297161266.0,17.208765,-15.859485,4.49854040145874,3.3408706188201904,19.89029312133789,6.473176002502441,24.487192153930664,25.58925437927246,27.394187927246094,26.6951847076416,19.240610122680664,6.313262462615967,23.747774124145508,24.886276245117188,26.691864013671875,25.99242782592773,19.02275848388672,6.154577255249023,23.11013603210449,24.676345825195312,26.477428436279297,25.78259658813477
473451569.0,68.756429,-39.388664,9.23149299621582,3.69366455078125,21.130596160888672,4.070539951324463,24.114744186401367,24.2153377532959,26.00770568847656,25.30405044555664,20.379106521606445,4.138970375061035,23.744224548339844,23.81523895263672,25.604297637939453,24.90789604187012,20.1594181060791,3.925225496292114,23.17835998535156,23.205150604248047,24.995929718017575,24.29541015625
96364904.0,339.696608,-55.402803,3.704875707626343,1.5899444818496704,21.26689338684082,3.612009525299072,24.651235580444336,25.575763702392575,27.380821228027344,26.681440353393555,20.813501358032227,3.523165464401245,24.149219512939453,25.16580581665039,26.96778106689453,26.27005958557129,20.66266250610352,3.400949716567993,23.51964569091797,24.91170883178711,26.716121673583984,26.01753044128418
93696440.0,340.300462,-1.863826,19.09139060974121,13.05127239227295,18.955467224121094,8.238018035888672,23.31892967224121,24.14167022705078,25.940061569213867,25.243797302246094,18.52486801147461,7.780754089355469,22.36030387878418,22.12970542907715,23.926353454589844,23.228513717651367,18.406896591186523,6.833921909332275,21.920209884643555,21.737424850463867,23.534008026123047,22.83736991882324
89820087.0,32.867151,-42.968219,4.973964214324951,4.6412763595581055,20.864320755004883,2.710296154022217,23.773046493530277,23.9780330657959,25.78034782409668,25.083786010742188,20.52104759216309,2.4721662998199463,23.36327743530273,23.298145294189453,25.099477767944336,24.403564453125,20.374719619750977,2.297259330749512,23.01872444152832,22.906980514526367,24.70810317993164,24.011035919189453
313240113.0,40.239137,-1.398049,7.016184329986572,4.625081539154053,20.671749114990234,2.5727014541625977,23.43317031860352,23.232946395874023,25.036157608032227,24.33774185180664,20.02443122863769,2.6947054862976074,22.86621856689453,22.83441162109375,24.63507461547852,23.938081741333008,19.755878448486328,2.8404133319854736,22.735641479492188,22.645671844482425,24.44136619567871,23.746217727661133
395033633.0,74.30957599999999,-58.569111,10.892940521240234,3.770039558410645,20.55781555175781,5.377547740936279,24.082868576049805,24.58780670166016,26.34980773925781,25.65292739868164,19.732494354248047,5.267212867736816,23.216516494750977,23.81016731262207,25.573637008666992,24.881153106689453,19.392881393432617,5.8170166015625,23.219396591186523,23.744117736816406,25.507333755493164,24.81521797180176
354902952.0,50.523009,-22.51502,9.102139472961426,3.139223098754883,20.73563003540039,4.524847030639648,23.935592651367188,24.60790634155273,26.403444290161133,25.703838348388672,20.05123519897461,4.556630611419678,23.234827041625977,23.502731323242188,25.287973403930664,24.59548759460449,19.94718742370605,4.537513732910156,22.682147979736328,23.11454200744629,24.904401779174805,24.208711624145508
170700589.0,306.125984,-50.802525,8.275838851928711,4.198142051696777,20.29819679260254,4.512239456176758,23.91291236877441,24.593772888183597,26.38690757751465,25.687986373901367,19.746234893798828,4.52140474319458,23.273578643798828,24.046951293945312,25.841670989990234,25.14225578308105,19.49629783630371,4.475063800811768,22.695283889770508,23.61948776245117,25.409067153930664,24.711685180664062
447612437.0,89.142335,-23.843313,3.5941951274871826,1.2533551454544067,21.608631134033203,3.1185576915740967,24.65502548217773,25.52058982849121,27.324981689453125,26.626331329345703,21.240015029907227,3.172478675842285,24.49253273010254,25.340185165405277,27.146387100219727,26.445947647094727,21.10367774963379,3.146658420562744,23.79061889648437,24.98678970336914,26.78851890563965,26.092626571655277
